"日期","收盘","开盘","高","低","涨跌幅"
"2015年12月27日","18.5297","18.5713","18.6134","18.4804","-0.35%"
"2015年12月20日","18.5946","18.7049","18.7532","18.5457","-0.58%"
"2015年12月13日","18.7024","18.7474","19.0504","18.6354","-0.11%"
"2015年12月6日","18.7234","19.2496","19.2723","18.6784","-2.70%"
"2015年11月29日","19.2429","19.2028","19.3286","19.1147","0.17%"
"2015年11月22日","19.2097","19.2287","19.3013","19.1238","-0.21%"
"2015年11月15日","19.2498","19.1981","19.3741","19.1792","0.04%"
"2015年11月8日","19.2422","19.3946","19.4324","19.2124","-0.74%"
"2015年11月1日","19.3860","19.0852","19.4063","18.9719","1.54%"
"2015年10月25日","19.0920","19.1308","19.1598","18.9084","-0.20%"
"2015年10月18日","19.1312","18.8074","19.1359","18.7179","1.75%"
"2015年10月11日","18.8027","18.9536","19.0224","18.6039","-0.80%"
"2015年10月4日","18.9551","18.8792","18.9720","18.8305","0.48%"
"2015年9月27日","18.8647","18.9112","18.9449","18.6728","-0.28%"
"2015年9月20日","18.9173","18.8330","19.0240","18.6766","0.33%"
"2015年9月13日","18.8544","18.9059","19.0080","18.7052","-0.32%"
"2015年9月6日","18.9145","18.6928","19.0326","18.6638","1.02%"
"2015年8月30日","18.7235","19.0415","19.0556","18.6858","-1.73%"
"2015年8月23日","19.0522","19.0535","19.1052","18.1884","-0.25%"
"2015年8月16日","19.0997","19.4606","19.4867","19.0668","-1.80%"
"2015年8月9日","19.4491","19.9919","20.1152","19.2826","-2.78%"
"2015年8月2日","20.0050","19.9740","20.1418","19.9348","0.23%"
"2015年7月26日","19.9590","19.9258","20.0656","19.8072","0.09%"
"2015年7月19日","19.9402","19.9808","20.0511","19.9013","-0.21%"
"2015年7月12日","19.9815","19.6519","20.0101","19.6519","1.07%"
"2015年7月5日","19.7697","19.6668","19.7984","19.3900","-0.11%"
"2015年6月28日","19.7907","19.7641","19.9444","19.6638","-0.79%"
"2015年6月21日","19.9476","19.7786","20.0375","19.7352","0.97%"
"2015年6月14日","19.7560","19.8735","20.0423","19.7327","-0.59%"
"2015年6月7日","19.8742","20.2436","20.2581","19.7305","-1.86%"
"2015年5月31日","20.2510","20.0263","20.2897","19.9628","1.11%"
"2015年5月24日","20.0289","19.6077","20.0737","19.5810","2.12%"
"2015年5月17日","19.6122","19.2198","19.6170","19.2100","2.03%"
"2015年5月10日","19.2214","19.2724","19.3750","19.1711","-0.38%"
"2015年5月3日","19.2941","19.3727","19.4230","19.1830","-0.41%"
"2015年4月26日","19.3743","19.2144","19.3937","19.0964","0.85%"
"2015年4月19日","19.2112","19.1715","19.3906","19.1093","0.13%"
"2015年4月12日","19.1867","19.3605","19.4364","19.1286","-0.92%"
"2015年4月5日","19.3646","19.2048","19.4594","19.1790","0.81%"
"2015年3月29日","19.2096","19.1689","19.4168","19.1641","0.21%"
"2015年3月22日","19.1689","19.3492","19.3738","19.0515","-0.91%"
"2015年3月15日","19.3442","19.3921","19.5374","19.1679","-0.26%"
"2015年3月8日","19.3937","19.2934","19.4849","19.2583","0.51%"
"2015年3月1日","19.2958","19.0710","19.3676","19.0242","1.20%"
"2015年2月22日","19.0666","19.0281","19.1607","18.9507","0.20%"
"2015年2月15日","19.0293","19.0314","19.0932","18.9110","-0.01%"
"2015年2月8日","19.0303","19.0892","19.3046","18.9449","-0.13%"
"2015年2月1日","19.0551","18.7952","19.0967","18.6672","1.40%"
"2015年1月25日","18.7928","18.9090","18.9793","18.7672","-0.62%"
"2015年1月18日","18.9092","18.9521","19.1424","18.8071","-0.23%"
"2015年1月11日","18.9528","19.0916","19.2385","18.6988","-0.72%"
"2015年1月4日","19.0908","19.4108","19.4334","19.0029","-1.68%"
"2014年12月28日","19.4172","19.3766","19.4575","19.1671","0.19%"
"2014年12月21日","19.3798","19.1997","19.4359","19.1677","0.87%"
"2014年12月14日","19.2135","19.2407","19.2423","18.6720","0.06%"
"2014年12月7日","19.2019","19.7505","19.8155","19.0179","-2.74%"
"2014年11月30日","19.7432","19.3224","19.7872","19.1605","2.23%"
"2014年11月23日","19.3126","19.2289","19.3386","19.0994","0.41%"
"2014年11月16日","19.2346","18.9853","19.4240","18.8484","1.39%"
"2014年11月9日","18.9705","18.6983","19.0602","18.6091","1.41%"
"2014年11月2日","18.7073","18.3996","18.8887","18.3914","1.80%"
"2014年10月26日","18.3758","17.6793","18.4036","17.5920","3.93%"
"2014年10月19日","17.6817","17.4694","17.7082","17.3551","1.32%"
"2014年10月12日","17.4520","17.5506","17.5608","17.1682","-0.62%"
"2014年10月5日","17.5615","17.8800","17.8962","17.5395","-1.79%"
"2014年9月28日","17.8807","17.8193","17.9361","17.5955","0.25%"
"2014年9月21日","17.8363","17.7577","17.8771","17.6314","0.45%"
"2014年9月14日","17.7568","17.4898","17.8393","17.3829","1.49%"
"2014年9月7日","17.4965","17.1127","17.5130","17.0850","2.22%"
"2014年8月31日","17.1158","16.9374","17.2230","16.9374","1.03%"
"2014年8月24日","16.9411","16.9751","16.9800","16.8575","0.26%"
"2014年8月17日","16.8975","16.6300","16.9397","16.6219","1.48%"
"2014年8月10日","16.6514","16.5794","16.7115","16.5761","0.44%"
"2014年8月3日","16.5784","16.6009","16.6829","16.4873","-0.17%"
"2014年7月27日","16.6074","16.4354","16.7066","16.4322","0.97%"
"2014年7月20日","16.4479","16.3333","16.4668","16.2996","0.76%"
"2014年7月13日","16.3233","16.3439","16.4095","16.2956","-0.12%"
"2014年7月6日","16.3422","16.4487","16.4883","16.2918","-0.72%"
"2014年6月29日","16.4602","16.3120","16.4643","16.2879","0.97%"
"2014年6月22日","16.3022","16.4021","16.4102","16.2815","-0.59%"
"2014年6月15日","16.3989","16.4337","16.4433","16.3217","-0.24%"
"2014年6月8日","16.4378","16.3935","16.4627","16.3355","0.25%"
"2014年6月1日","16.3963","16.2972","16.4421","16.2828","0.65%"
"2014年5月25日","16.2911","16.3478","16.3639","16.2350","-0.36%"
"2014年5月18日","16.3503","16.2863","16.3568","16.1608","0.39%"
"2014年5月11日","16.2863","16.3429","16.4367","16.2606","-0.43%"
"2014年5月4日","16.3569","16.3206","16.3964","16.2632","0.19%"
"2014年4月27日","16.3252","16.3352","16.4594","16.2996","-0.08%"
"2014年4月20日","16.3377","16.4678","16.5032","16.3041","-0.71%"
"2014年4月13日","16.4542","16.3531","16.4969","16.3117","0.57%"
"2014年4月6日","16.3604","16.6276","16.6470","16.3089","-1.60%"
"2014年3月30日","16.6258","16.5522","16.7689","16.5112","0.44%"
"2014年3月23日","16.5529","16.4262","16.5786","16.3819","0.76%"
"2014年3月16日","16.4280","16.4798","16.5745","16.3455","-0.31%"
"2014年3月9日","16.4798","16.8110","16.8638","16.4538","-2.25%"
"2014年3月2日","16.8591","16.5287","16.9408","16.4540","1.76%"
"2014年2月23日","16.5670","16.8326","16.8567","16.4706","-1.57%"
"2014年2月16日","16.8310","16.7805","16.9377","16.7084","0.31%"
"2014年2月9日","16.7797","16.8726","16.9497","16.7536","-0.58%"
"2014年2月2日","16.8784","16.8328","16.9180","16.6216","0.26%"
"2014年1月26日","16.8348","16.9266","17.0979","16.8188","-0.45%"
"2014年1月19日","16.9115","17.2348","17.3253","16.8619","-1.91%"
"2014年1月12日","17.2415","17.2030","17.3467","17.0202","0.19%"
"2014年1月5日","17.2087","17.3290","17.3746","17.1592","-0.68%"
"2013年12月29日","17.3271","17.3314","17.4341","17.1993","-0.02%"
"2013年12月22日","17.3300","17.1461","17.3350","17.0943","1.10%"
"2013年12月15日","17.1420","16.9973","17.2342","16.8787","0.83%"
"2013年12月8日","17.0014","16.8849","17.1181","16.8348","0.47%"
"2013年12月1日","16.9212","16.8085","16.9677","16.6807","0.64%"
"2013年11月24日","16.8130","16.6237","16.8478","16.6008","1.16%"
"2013年11月17日","16.6197","16.4414","16.6364","16.3423","1.06%"
"2013年11月10日","16.4448","16.2817","16.4859","16.2341","1.09%"
"2013年11月3日","16.2670","16.1826","16.3220","16.0298","0.54%"
"2013年10月27日","16.1800","16.0371","16.2079","16.0025","1.05%"
"2013年10月20日","16.0125","16.0265","16.1655","15.9279","-0.11%"
"2013年10月13日","16.0306","16.0286","16.2357","16.0026","-0.47%"
"2013年10月6日","16.1055","15.9134","16.1164","15.7713","1.14%"
"2013年9月29日","15.9233","16.0013","16.1291","15.8352","-0.83%"
"2013年9月22日","16.0558","16.2058","16.2401","16.0280","-1.04%"
"2013年9月15日","16.2248","16.2556","16.2852","15.9716","-0.10%"
"2013年9月8日","16.2417","16.3121","16.4422","16.1834","0.29%"
"2013年9月1日","16.1940","16.0726","16.3779","16.0580","0.95%"
"2013年8月25日","16.0414","16.0434","16.1503","15.8192","-0.56%"
"2013年8月18日","16.1321","15.9482","16.1991","15.8203","1.15%"
"2013年8月11日","15.9493","15.7148","16.1398","15.6707","1.48%"
"2013年8月4日","15.7173","16.1353","16.1793","15.6503","-2.65%"
"2013年7月28日","16.1458","16.0017","16.3106","15.9228","0.74%"
"2013年7月21日","16.0275","16.4099","16.4116","15.9769","-2.26%"
"2013年7月14日","16.3982","16.1808","16.4241","16.1181","1.43%"
"2013年7月7日","16.1670","16.4995","16.5582","16.0199","-2.03%"
"2013年6月30日","16.5020","16.1741","16.5085","16.1594","2.17%"
"2013年6月23日","16.1521","15.9504","16.2058","15.7766","1.19%"
"2013年6月16日","15.9618","15.3482","16.0413","15.3450","4.01%"
"2013年6月9日","15.3462","15.8958","16.1889","15.2691","-3.50%"
"2013年6月2日","15.9036","16.3570","16.4330","15.4915","-2.91%"
"2013年5月26日","16.3796","16.5767","16.7518","16.3374","-0.85%"
"2013年5月19日","16.5194","16.7614","16.9228","16.4185","-1.71%"
"2013年5月12日","16.8060","16.5815","16.8255","16.4811","1.58%"
"2013年5月5日","16.5452","16.0919","16.6104","16.0240","2.84%"
"2013年4月28日","16.0883","15.9003","16.1273","15.7348","1.16%"
"2013年4月21日","15.9043","16.1457","16.1708","15.8208","-1.29%"
"2013年4月14日","16.1114","15.8727","16.1405","15.5640","1.40%"
"2013年4月7日","15.8893","15.8594","16.1351","15.8110","1.03%"
"2013年3月31日","15.7277","15.1779","15.7775","14.9222","3.67%"
"2013年3月24日","15.1703","15.2083","15.2928","15.0590","-0.29%"
"2013年3月17日","15.2144","15.2244","15.4778","15.1600","-0.79%"
"2013年3月10日","15.3360","15.4484","15.5579","15.2985","-0.80%"
"2013年3月3日","15.4601","15.0337","15.5357","14.9268","2.85%"
"2013年2月24日","15.0314","15.1645","15.1783","14.5843","0.32%"
"2013年2月17日","14.9829","15.0336","15.0920","14.8637","-0.15%"
"2013年2月10日","15.0060","14.8828","15.1472","14.7946","0.85%"
"2013年2月3日","14.8801","14.8982","15.0953","14.7537","-0.14%"
"2013年1月27日","14.9010","14.6334","14.9282","14.5072","1.94%"
"2013年1月20日","14.6170","14.5006","14.6604","14.1548","0.83%"
"2013年1月13日","14.4970","14.3615","14.5104","14.1177","1.01%"
"2013年1月6日","14.3523","14.1413","14.3893","13.9469","1.41%"
"2012年12月30日","14.1521","13.7608","14.1890","13.7528","2.49%"
"2012年12月23日","13.8083","13.5403","13.8941","13.5235","2.09%"
"2012年12月16日","13.5255","13.5085","13.5811","13.3994","1.12%"
"2012年12月9日","13.3758","13.2433","13.4618","13.1627","1.05%"
"2012年12月2日","13.2366","13.2313","13.2944","13.1212","-0.04%"
"2012年11月25日","13.2421","13.2154","13.2888","13.1144","0.10%"
"2012年11月18日","13.2292","13.0537","13.2983","13.0016","1.48%"
"2012年11月11日","13.0365","12.7278","13.0736","12.7134","2.43%"
"2012年11月4日","12.7274","12.8875","12.9031","12.6589","-1.26%"
"2012年10月28日","12.8895","12.7396","12.9264","12.6873","1.12%"
"2012年10月21日","12.7470","12.6729","12.8803","12.6617","0.51%"
"2012年10月14日","12.6819","12.5156","12.7168","12.4932","1.33%"
"2012年10月7日","12.5160","12.5123","12.5366","12.4072","-0.02%"
"2012年9月30日","12.5189","12.4043","12.5539","12.3739","0.97%"
"2012年9月23日","12.3987","12.3924","12.4306","12.2999","-0.02%"
"2012年9月16日","12.4007","12.4064","12.5575","12.3671","-0.10%"
"2012年9月9日","12.4135","12.3351","12.4151","12.1817","0.60%"
"2012年9月2日","12.3399","12.3382","12.4624","12.2972","-0.06%"
"2012年8月26日","12.3470","12.3757","12.4081","12.3145","-0.26%"
"2012年8月19日","12.3798","12.5122","12.5334","12.3289","-1.09%"
"2012年8月12日","12.5159","12.3019","12.5191","12.2794","1.69%"
"2012年8月5日","12.3075","12.3352","12.3963","12.2547","-0.06%"
"2012年7月29日","12.3155","12.2990","12.3673","12.2344","0.20%"
"2012年7月22日","12.2906","12.3000","12.3315","12.2010","-0.20%"
"2012年7月15日","12.3147","12.4242","12.4311","12.3031","-0.84%"
"2012年7月8日","12.4184","12.5155","12.5579","12.3946","-0.79%"
"2012年7月1日","12.5172","12.5726","12.6178","12.4872","-0.34%"
"2012年6月24日","12.5605","12.6402","12.6674","12.4460","-0.60%"
"2012年6月17日","12.6357","12.3934","12.6608","12.3934","2.18%"
"2012年6月10日","12.3657","12.4870","12.5245","12.3464","-0.90%"
"2012年6月3日","12.4784","12.2559","12.5414","12.2426","1.88%"
"2012年5月27日","12.2482","12.5560","12.5609","12.1900","-2.48%"
"2012年5月20日","12.5596","12.5101","12.6792","12.4959","0.58%"
"2012年5月13日","12.4877","12.6690","12.7431","12.4785","-1.45%"
"2012年5月6日","12.6715","12.6457","12.7004","12.5840","0.07%"
"2012年4月29日","12.6625","12.7185","12.7919","12.6163","-0.46%"
"2012年4月22日","12.7212","12.9264","12.9581","12.7090","-1.60%"
"2012年4月15日","12.9276","12.8289","12.9674","12.7143","0.69%"
"2012年4月8日","12.8389","12.9240","12.9803","12.7677","-0.81%"
"2012年4月1日","12.9440","13.1762","13.2281","12.8844","-1.56%"
"2012年3月25日","13.1494","13.0635","13.2238","12.9747","0.70%"
"2012年3月18日","13.0579","13.1854","13.3091","12.9940","-1.06%"
"2012年3月11日","13.1978","13.0623","13.2997","12.9565","1.01%"
"2012年3月4日","13.0659","12.9810","13.1002","12.7673","0.62%"
"2012年2月26日","12.9854","12.9057","12.9966","12.7003","0.96%"
"2012年2月19日","12.8617","12.6413","12.8727","12.5897","1.89%"
"2012年2月12日","12.6229","12.3079","12.6276","12.2815","2.41%"
"2012年2月5日","12.3264","12.1524","12.3533","12.1151","1.45%"
"2012年1月29日","12.1497","12.1010","12.1799","12.0256","0.38%"
"2012年1月22日","12.1037","12.1452","12.3594","12.0947","-0.37%"
"2012年1月15日","12.1487","12.2257","12.2415","12.1215","-0.40%"
"2012年1月8日","12.1971","12.1856","12.2097","12.1297","-0.04%"
"2012年1月1日","12.2025","12.2228","12.2579","12.1537","-0.20%"
"2011年12月25日","12.2268","12.3144","12.3513","12.2148","-0.75%"
"2011年12月18日","12.3192","12.2478","12.3423","12.2350","0.54%"
"2011年12月11日","12.2535","12.2017","12.3008","12.1860","0.57%"
"2011年12月4日","12.1842","12.2622","12.2824","12.1207","-0.69%"
"2011年11月27日","12.2691","12.1512","12.2785","12.1182","0.71%"
"2011年11月20日","12.1820","12.0902","12.2039","12.0598","0.66%"
"2011年11月13日","12.1019","12.1705","12.1901","12.0415","-0.47%"
"2011年11月6日","12.1594","12.3258","12.3288","12.1452","-1.45%"
"2011年10月30日","12.3379","11.9063","12.5147","11.8780","3.47%"
"2011年10月23日","11.9237","11.9274","12.0188","11.8921","-0.23%"
"2011年10月16日","11.9506","12.0846","12.1636","11.8757","-1.28%"
"2011年10月9日","12.1061","12.0398","12.1901","11.9857","0.58%"
"2011年10月2日","12.0361","12.0786","12.1145","11.9944","-0.32%"
"2011年9月25日","12.0749","11.9737","12.0984","11.9122","0.68%"
"2011年9月18日","11.9928","12.0534","12.0686","11.9013","-0.32%"
"2011年9月11日","12.0312","12.1359","12.1514","11.9687","-0.93%"
"2011年9月4日","12.1441","12.0332","12.1908","11.9992","0.93%"
"2011年8月28日","12.0320","12.0088","12.1179","11.9783","0.29%"
"2011年8月21日","11.9975","12.0103","12.1622","11.9406","0.18%"
"2011年8月14日","11.9761","12.0288","12.0691","11.8789","-0.22%"
"2011年8月7日","12.0028","12.1266","12.1781","11.8926","-1.40%"
"2011年7月31日","12.1727","12.0208","12.4660","11.8570","2.08%"
"2011年7月24日","11.9241","12.1367","12.2038","11.9167","-2.11%"
"2011年7月17日","12.1809","12.2312","12.2766","12.1153","-0.52%"
"2011年7月10日","12.2447","12.4515","12.5045","12.1344","-1.84%"
"2011年7月3日","12.4743","12.4938","12.6073","12.4486","-0.23%"
"2011年6月26日","12.5034","12.4135","12.5617","12.4074","0.66%"
"2011年6月19日","12.4216","12.3733","12.4957","12.3559","0.41%"
"2011年6月12日","12.3713","12.3970","12.5097","12.3485","-0.20%"
"2011年6月5日","12.3959","12.3750","12.4241","12.3025","0.05%"
"2011年5月29日","12.3903","12.4361","12.6253","12.3505","-0.43%"
"2011年5月22日","12.4434","12.5940","12.6590","12.4253","-1.12%"
"2011年5月15日","12.5843","12.4448","12.6462","12.3938","1.22%"
"2011年5月8日","12.4330","12.4224","12.5257","12.3400","0.12%"
"2011年5月1日","12.4175","12.4938","12.5891","12.2505","-0.77%"
"2011年4月24日","12.5143","12.5745","12.7155","12.4435","-0.50%"
"2011年4月17日","12.5777","12.7296","12.7507","12.5186","-1.16%"
"2011年4月10日","12.7253","12.9858","13.0371","12.6983","-1.84%"
"2011年4月3日","12.9634","12.8453","13.0744","12.8136","0.98%"
"2011年3月27日","12.8379","12.4028","12.9418","12.4028","3.51%"
"2011年3月20日","12.4025","12.2955","12.4300","12.2863","1.08%"
"2011年3月13日","12.2705","12.4430","12.5413","11.7411","-1.52%"
"2011年3月6日","12.4595","12.5274","12.6725","12.4171","-0.55%"
"2011年2月27日","12.5284","12.4169","12.6410","12.4061","0.85%"
"2011年2月20日","12.4230","12.6394","12.7182","12.4069","-1.71%"
"2011年2月13日","12.6386","12.6729","12.7451","12.5957","-0.15%"
"2011年2月6日","12.6573","12.5286","12.6955","12.4630","1.01%"
"2011年1月30日","12.5303","12.4546","12.5760","12.3202","0.43%"
"2011年1月23日","12.4763","12.5319","12.6426","12.4506","-0.53%"
"2011年1月16日","12.5434","12.5643","12.6662","12.4294","-0.41%"
"2011年1月9日","12.5947","12.5526","12.6440","12.4507","0.51%"
"2011年1月2日","12.5312","12.3164","12.6526","12.2800","1.69%"
"2010年12月26日","12.3229","12.5077","12.5243","12.2717","-1.47%"
"2010年12月19日","12.5063","12.6177","12.6359","12.4571","-0.82%"
"2010年12月12日","12.6091","12.6136","12.7027","12.4414","-0.01%"
"2010年12月5日","12.6104","12.3968","12.6539","12.3764","1.68%"
"2010年11月28日","12.4023","12.5973","12.6747","12.3818","-1.68%"
"2010年11月21日","12.6136","12.5717","12.6256","12.4541","0.35%"
"2010年11月14日","12.5699","12.4207","12.6320","12.4068","1.11%"
"2010年11月7日","12.4318","12.2046","12.4805","12.0721","1.81%"
"2010年10月31日","12.2105","12.0360","12.2421","11.9940","1.32%"
"2010年10月24日","12.0518","12.2260","12.2663","12.0480","-1.37%"
"2010年10月17日","12.2196","12.2551","12.3328","12.1487","-0.38%"
"2010年10月10日","12.2657","12.2479","12.3478","12.1574","-0.11%"
"2010年10月3日","12.2789","12.4400","12.5398","12.2449","-1.28%"
"2010年9月26日","12.4387","12.5781","12.6116","12.4201","-0.97%"
"2010年9月19日","12.5604","12.7476","12.7832","12.5423","-1.63%"
"2010年9月12日","12.7683","12.4337","12.7802","12.2786","2.69%"
"2010年9月5日","12.4335","12.4046","12.4659","12.2564","0.30%"
"2010年8月29日","12.3959","12.5519","12.6361","12.2835","-1.11%"
"2010年8月22日","12.5354","12.6009","12.6197","12.2949","-0.58%"
"2010年8月15日","12.6082","12.6796","12.6928","12.5004","-0.59%"
"2010年8月8日","12.6830","12.6171","12.7403","12.5028","0.39%"
"2010年8月1日","12.6339","12.7537","12.8277","12.5580","-1.03%"
"2010年7月25日","12.7650","12.9019","12.9997","12.6843","-1.04%"
"2010年7月18日","12.8998","12.7769","12.9241","12.7306","0.91%"
"2010年7月11日","12.7841","13.0874","13.1681","12.7312","-2.29%"
"2010年7月4日","13.0831","12.9498","13.1010","12.8351","0.94%"
"2010年6月27日","12.9608","13.1484","13.1745","12.8207","-1.34%"
"2010年6月20日","13.1364","13.2343","13.4626","13.1197","-1.12%"
"2010年6月13日","13.2851","13.4314","13.4830","13.2454","-0.96%"
"2010年6月6日","13.4136","13.4445","13.4780","13.2950","-0.35%"
"2010年5月30日","13.4601","13.3231","13.6036","13.2527","0.96%"
"2010年5月23日","13.3324","13.2121","13.3834","13.0630","1.09%"
"2010年5月16日","13.1881","13.5193","13.6198","13.0316","-2.65%"
"2010年5月9日","13.5473","13.5277","13.7171","13.4427","0.96%"
"2010年5月2日","13.4184","13.7583","13.9194","12.8908","-2.40%"
"2010年4月25日","13.7483","13.7756","13.8641","13.5955","-0.07%"
"2010年4月18日","13.7576","13.4682","13.8176","13.4154","1.87%"
"2010年4月11日","13.5045","13.6579","13.7327","13.4609","-1.11%"
"2010年4月4日","13.6560","13.8799","13.8881","13.5999","-1.48%"
"2010年3月28日","13.8611","13.5299","13.8772","13.4913","2.30%"
"2010年3月21日","13.5492","13.2614","13.6192","13.1557","2.16%"
"2010年3月14日","13.2630","13.2832","13.3042","13.1442","0.06%"
"2010年3月7日","13.2544","13.2474","13.3453","13.1255","0.17%"
"2010年2月28日","13.2316","13.0129","13.2710","12.9050","1.64%"
"2010年2月21日","13.0185","13.3956","13.4612","12.9968","-2.94%"
"2010年2月14日","13.4132","13.1853","13.4939","13.1239","1.80%"
"2010年2月7日","13.1758","13.1064","13.2344","13.0493","0.70%"
"2010年1月31日","13.0848","13.1524","13.3704","12.9653","-1.04%"
"2010年1月24日","13.2228","13.2282","13.3209","13.0535","0.45%"
"2010年1月17日","13.1638","13.2928","13.4601","13.1461","-0.98%"
"2010年1月10日","13.2943","13.5536","13.5769","13.2664","-2.02%"
"2010年1月3日","13.5686","13.6275","13.7348","13.3625","-0.42%"
"2009年12月27日","13.6260","13.4082","13.6466","13.3804","2.01%"
"2009年12月20日","13.3572","13.2292","13.4567","13.2111","0.94%"
"2009年12月13日","13.2322","13.0267","13.3171","12.9300","1.45%"
"2009年12月6日","13.0427","13.2194","13.2413","12.7896","-1.52%"
"2009年11月29日","13.2445","12.6884","13.2973","12.5718","4.57%"
"2009年11月22日","12.6662","13.0053","13.0602","12.4200","-2.74%"
"2009年11月15日","13.0224","13.1149","13.1413","12.9778","-0.93%"
"2009年11月8日","13.1441","13.1779","13.2770","13.0730","-0.21%"
"2009年11月1日","13.1713","13.1330","13.3804","13.0583","-0.19%"
"2009年10月25日","13.1966","13.4881","13.5261","13.1652","-2.12%"
"2009年10月18日","13.4825","13.3311","13.4941","13.1903","1.27%"
"2009年10月11日","13.3138","13.1474","13.3786","13.0094","1.21%"
"2009年10月4日","13.1543","13.0951","13.1835","12.8871","-0.01%"
"2009年9月27日","13.1554","13.1194","13.2417","12.9173","0.20%"
"2009年9月20日","13.1289","13.3925","13.5545","13.1033","-1.80%"
"2009年9月13日","13.3697","13.2391","13.4229","13.1995","0.63%"
"2009年9月6日","13.2855","13.6099","13.6669","13.2069","-2.45%"
"2009年8月30日","13.6190","13.6804","13.7027","13.4533","-0.61%"
"2009年8月23日","13.7026","13.8127","13.9193","13.6402","-0.82%"
"2009年8月16日","13.8157","13.8704","13.9429","13.6722","-0.54%"
"2009年8月9日","13.8908","14.2974","14.3075","13.8119","-2.74%"
"2009年8月2日","14.2817","13.8623","14.3154","13.8083","3.06%"
"2009年7月26日","13.8582","13.8652","14.0378","13.7556","-0.13%"
"2009年7月19日","13.8764","13.8000","13.9533","13.6249","0.64%"
"2009年7月12日","13.7878","13.5228","13.8300","13.4233","1.85%"
"2009年7月5日","13.5378","13.9511","13.9692","13.4277","-3.69%"
"2009年6月28日","14.0564","13.9347","14.1963","13.9201","0.84%"
"2009年6月21日","13.9387","14.0728","14.1331","13.8788","-1.02%"
"2009年6月14日","14.0822","14.3925","14.4195","13.9656","-2.18%"
"2009年6月7日","14.3965","14.4222","14.4672","14.1994","-0.29%"
"2009年5月31日","14.4386","13.9573","14.4737","13.8310","3.43%"
"2009年5月24日","13.9596","13.8898","14.2438","13.8331","0.49%"
"2009年5月17日","13.8909","13.9164","14.1699","13.7506","-0.43%"
"2009年5月10日","13.9502","14.4660","14.4896","13.8739","-3.47%"
"2009年5月3日","14.4523","14.5535","14.6192","14.3489","-0.57%"
"2009年4月26日","14.5355","14.1798","14.6088","14.0010","2.11%"
"2009年4月19日","14.2350","14.5126","14.5545","14.1520","-1.90%"
"2009年4月12日","14.5106","14.6896","14.7437","14.3646","-1.09%"
"2009年4月5日","14.6700","14.6709","14.8474","14.5275","-0.06%"
"2009年3月29日","14.6785","14.3443","14.6889","14.0310","2.46%"
"2009年3月22日","14.3263","14.0089","14.4735","13.9738","1.97%"
"2009年3月15日","14.0500","14.3384","14.4841","13.7026","-1.93%"
"2009年3月8日","14.3270","14.3791","14.5008","13.9858","-0.42%"
"2009年3月1日","14.3874","14.2857","14.5764","14.1145","0.88%"
"2009年2月22日","14.2618","13.6698","14.4383","13.5668","4.68%"
"2009年2月15日","13.6248","13.4104","13.8223","13.3622","1.27%"
"2009年2月8日","13.4545","13.4265","13.5262","13.1217","-0.05%"
"2009年2月1日","13.4613","13.1680","13.4964","12.9453","2.25%"
"2009年1月25日","13.1654","12.9748","13.2689","12.9002","1.36%"
"2009年1月18日","12.9882","13.3023","13.3565","12.7350","-2.12%"
"2009年1月11日","13.2697","13.1875","13.2989","12.9401","0.42%"
"2009年1月4日","13.2141","13.4814","13.8455","13.1846","-2.25%"
"2008年12月28日","13.5183","13.2551","13.5460","13.1075","1.98%"
"2008年12月21日","13.2553","13.0168","13.3131","13.0153","1.56%"
"2008年12月14日","13.0513","13.3436","13.3547","12.7438","-2.00%"
"2008年12月7日","13.3175","13.5022","13.6628","12.9073","-1.43%"
"2008年11月30日","13.5101","13.9839","14.0022","13.3161","-3.47%"
"2008年11月23日","13.9960","14.0268","14.2768","13.8494","-0.29%"
"2008年11月16日","14.0373","14.0527","14.2925","13.6854","-1.10%"
"2008年11月9日","14.1941","14.5404","14.5752","13.8287","-1.60%"
"2008年11月2日","14.4250","14.4196","14.7121","14.1656","0.20%"
"2008年10月26日","14.3965","13.5383","14.5818","13.4229","4.49%"
"2008年10月19日","13.7783","14.8764","14.9999","13.2798","-7.39%"
"2008年10月12日","14.8775","14.7685","15.1121","14.5268","1.01%"
"2008年10月5日","14.7286","15.3364","15.3638","14.3382","-4.27%"
"2008年9月28日","15.3862","15.5161","15.6286","15.1144","-0.64%"
"2008年9月21日","15.4848","15.6272","15.6963","15.3364","-1.50%"
"2008年9月14日","15.7205","15.4841","15.8142","15.1125","-0.42%"
"2008年9月7日","15.7872","15.9255","15.9477","15.4871","0.23%"
"2008年8月31日","15.7512","15.8164","15.9812","15.4198","-0.86%"
"2008年8月24日","15.8884","16.0931","16.1453","15.8499","-1.32%"
"2008年8月17日","16.1005","16.0833","16.1181","15.7962","0.10%"
"2008年8月10日","16.0851","16.0907","16.1103","15.7891","0.11%"
"2008年8月3日","16.0671","15.7329","16.0962","15.6889","2.09%"
"2008年7月27日","15.7377","15.8109","15.8704","15.6740","-0.51%"
"2008年7月20日","15.8191","15.6875","15.8322","15.5419","0.81%"
"2008年7月13日","15.6913","15.5246","15.7024","15.2327","0.94%"
"2008年7月6日","15.5447","15.5660","15.7039","15.4559","-0.20%"
"2008年6月29日","15.5758","15.4722","15.6103","15.3105","0.70%"
"2008年6月22日","15.4669","15.5786","15.7948","15.4241","-0.83%"
